pub_number cit_number
US-2018026082-A1 US-2017362418-A1
US-2019062061-A1 US-2015377416-A1
US-2015133741-A1 US-2013245372-A1
US-2014251919-A1 US-2005016646-A1
US-2017068218-A1 US-2014147627-A1
US-2018158505-A1 US-9058900-B2
US-2017298771-A1 US-2017288617-A1
US-2017136235-A1 US-2017019651-A1
US-2018151318-A1 US-2005231872-A1
US-2018085149-A1 US-2011160772-A1
US-2017079446-A1 US-2019001698-A1
US-2017297776-A1 US-2017277317-A1
US-2018019038-A1 US-3829233-A
US-2019027170-A1 US-2015241865-A1
US-2014296954-A1 US-8240628-B2
US-2017356374-A1 US-2007049459-A1
US-2018048845-A1 US-9669936-B1
US-2015299468-A1 US-3984703-A
US-2017246360-A1 US-2016356522-A1
US-2014334248-A1 US-2009118875-A1
US-2017357686-A1 US-2003000510-A1
US-2016022856-A1 US-2007051826-A1
US-2017211410-A1 US-2015098813-A1
US-2013035888-A1 US-2017366560-A1
US-2019095143-A1 US-2010250717-A1
US-10331713-B1 US-2017016288-A1
US-2012028854-A1 US-3944405-A
US-2017328290-A1 US-2010186726-A1
US-2016331327-A1 US-5528446-A
US-2017229922-A1 US-2012011319-A1
US-2017287960-A1 US-6285424-B1
US-2017092649-A1 US-2005141265-A1
US-2018098334-A1 US-2017109705-A1
US-2016215031-A1 US-8293703-B2
US-2018366915-A1 US-2017093482-A1
US-2017335810-A1 US-2009127356-A1
US-2017143403-A1 US-2017156708-A1
US-2017001854-A1 US-2017298242-A1
US-2018136411-A1 US-2011164851-A1
US-2018350737-A1 US-2006226527-A1
US-2017137533-A1 US-2012128648-A1
US-2019116413-A1 US-2018175863-A1
US-2017025049-A1 US-2018117305-A1
US-2015270426-A1 US-2010206377-A1
US-2017351148-A1 US-2015109547-A1
US-2018297742-A1 US-5366071-A
US-2019064564-A1 US-2008036953-A1
US-2016229929-A1 US-2018137605-A1
US-2017007794-A1 US-8844533-B2
US-2018168772-A1 US-2011005429-A1
US-2018191325-A1 US-4945321-A
US-2018125621-A1 US-2017284187-A1
US-2017174985-A1 US-2014142768-A1
US-2018108620-A1 US-7767484-B2
US-2018307677-A1 US-2014337257-A1
US-2017092382-A1 US-4660587-A
US-2018173013-A1 US-2002010573-A1
US-2018162633-A1 US-2017297426-A1
US-2019030340-A1 US-7440806-B1
US-2017236244-A1 US-7633505-B1
US-2018042617-A1 US-2009222016-A1
US-2017305719-A1 US-6401873-B1
US-2018047880-A1 US-9257416-B2
US-2017283246-A1 US-2013140656-A1
US-2019126956-A1 US-2018316791-A1
US-2017093406-A1 US-2013013125-A1
US-2014138392-A1 US-2017335863-A1
US-2018296174-A1 US-2013122425-A1
US-2017071725-A1 US-2011022171-A1
US-2017232260-A1 US-2014277215-A1
US-2017304526-A1 US-2006025729-A1
US-2018250065-A1 US-2018132924-A1
US-2018196289-A1 US-5887801-A
US-2018209755-A1 US-8667881-B1
US-2017197165-A1 US-2018120434-A1
US-2017118690-A1 US-2012237501-A1
US-2018173472-A1 US-2014352993-A1
US-2017321955-A1 US-2004058119-A1
US-2017280879-A1 US-2012021316-A1
US-2017222233-A1 US-2013012239-A1
US-2016061382-A1 US-2016061277-A1
US-2017137199-A1 US-2010219152-A1
US-2013106798-A1 US-2012154340-A1
US-2014279532-A1 US-5761181-A
US-2018212013-A1 US-6119943-A
US-2018131211-A1 US-2013165046-A1
US-2018107162-A1 US-6794977-B2
US-2016300734-A1 US-2019093324-A1
US-2016273101-A1 US-2012034378-A1
US-2017321668-A1 US-5105723-A
US-2018011439-A1 US-2013164065-A1
US-2017318342-A1 US-2013014140-A1
US-2018149917-A1 US-2003210369-A1
US-2018376129-A1 US-2018278916-A1
US-2018107697-A1 US-2013001889-A1
US-2016003509-A1 US-5295360-A
US-2018102860-A1 US-2014087668-A1
US-2018238279-A1 US-2007057194-A1
US-2017046638-A1 US-2015161541-A1
US-2010224448-A1 US-5586617-A
US-2015382076-A1 US-8465376-B2
US-2018108831-A1 US-2017092846-A1
US-2016301065-A1 US-2014008726-A1
US-2018039110-A1 US-2007014656-A1
US-2015021582-A1 US-2008017753-A1
US-2017309724-A1 US-2013088576-A1
US-2018019032-A1 US-2004025441-A1
US-2018180828-A1 US-6985659-B2
US-2015340326-A1 US-2005266619-A1
US-2018267074-A1 US-2016180054-A1
US-2018047477-A1 US-2018169491-A1
US-2017246983-A1 US-2017043705-A1
US-2018211661-A1 US-6937984-B1
US-2019073224-A1 US-2018351259-A1
US-2018020818-A1 US-6412997-B2
US-2017284634-A1 US-2015308644-A1
US-2017306691-A1 US-2016375278-A1
US-2017247639-A1 US-2019047727-A1
US-2018097570-A1 US-2019166760-A1
US-2018014860-A1 US-2014024958-A1
US-2018176185-A1 US-2017167682-A1
US-2018133326-A1 US-2010127063-A1
US-2017274546-A1 US-2016030220-A1
US-2016301329-A1 US-8297149-B2
US-2017041712-A1 US-2018277615-A1
US-2018338642-A1 US-2009100731-A1
US-2018354960-A1 US-2016156681-A1
US-2017157305-A1 US-6579090-B1
US-2017044910-A1 US-6827551-B1
US-2018190557-A1 US-2017004023-A1
US-2017187641-A1 US-5712492-A
US-2018149385-A1 US-5715697-A
US-2018358622-A1 US-2011153827-A1
US-2017281928-A1 US-2016030054-A1
US-2018159555-A1 US-8202588-B2
US-2018368077-A1 US-2015249965-A1
US-2015239094-A1 US-2018284294-A1
US-2017282633-A1 US-2017064201-A1
US-2017247259-A1 US-2012327508-A1
US-2018168453-A1 US-2013110522-A1
US-2016322954-A1 US-2009244243-A1
US-2015286140-A1 US-5998808-A
US-2016178235-A1 US-2006053296-A1
US-2017222109-A1 US-2011175127-A1
US-2018360821-A1 US-9272044-B2
US-2016354649-A1 US-2012139689-A1
US-2015364354-A1 US-2018310669-A1
US-2016325529-A1 US-2009046355-A1
US-2017040909-A1 US-2018253632-A1
US-2017346951-A1 US-2009006623-A1
US-2018093782-A1 US-2015354388-A1
US-2019064633-A1 US-2003223698-A1
US-2017017123-A1 US-2014160408-A1
US-2017105487-A1 US-6735829-B2
US-2016379390-A1 US-2019128491-A1
US-2016146035-A1 US-2018291842-A1
US-2018142879-A1 US-2015367706-A1
US-2016188095-A1 US-2014001386-A1
US-2017200815-A1 US-2012138437-A1
US-2017214410-A1 US-2016158434-A1
US-2017044682-A1 US-2013048505-A1
US-2017320146-A1 US-6929427-B2
US-2017189919-A1 US-5604633-A
US-2016374859-A1 US-2006003508-A1
US-2014057184-A1 US-2017358260-A1
US-2019150203-A1 US-2017325303-A1
US-2018308357-A1 US-2015019321-A1
US-2014137861-A1 US-8006691-B2
US-2016100989-A1 US-5569234-A
US-2018238421-A1 US-7637493-B2
US-2014356193-A1 US-7432637-B2
US-2015341836-A1 US-2010027507-A1
US-2017064262-A1 US-2003218259-A1
US-2018372260-A1 US-6776948-B1
US-2017102343-A1 US-2018112809-A1
US-2018359344-A1 US-5305910-A
US-2017115322-A1 US-2015198493-A1
US-2018354419-A1 US-2012014598-A1
US-2018056604-A1 US-2018274352-A1
US-2018320403-A1 US-7698756-B1
US-2018060017-A1 US-6706073-B2
US-2014238242-A1 US-2009054909-A1
US-2018302543-A1 US-2016261807-A1
US-2019060496-A1 US-2014060051-A1
US-2018039070-A1 US-6164921-A
US-2016335512-A1 US-2017083527-A1
US-2018014927-A1 US-2002105617-A1
US-2018260026-A1 US-2012187930-A1
US-2018135650-A1 US-8475126-B2
US-2017194632-A1 US-2013078508-A1
US-2016227034-A1 US-2012150844-A1
US-2018066571-A1 US-4903656-A
US-2016130031-A1 US-2018232398-A1
US-2017232087-A1 US-2003014322-A1
US-2019010793-A1 US-2014273169-A1
US-2017212423-A1 US-2014005339-A1
US-2017155047-A1 US-3916068-A
US-2017177058-A1 US-8073954-B1
US-2019056352-A1 US-2004031920-A1
US-2018065017-A1 US-2017368413-A1
US-2017121083-A1 US-2014033653-A1
US-2018002518-A1 US-2013007441-A1
US-2017252153-A1 US-2017001384-A1
US-2017254600-A1 US-9746249-B2
US-2018105100-A1 US-2013008587-A1
US-2018070814-A1 US-2009141240-A1
US-2018125990-A1 US-2013276406-A1
US-2018169825-A1 US-2002017914-A1
US-2019038509-A1 US-2014354996-A1
US-2018167500-A1 US-2017094484-A1
US-2017236903-A1 US-2012187472-A1
US-2016175008-A1 US-2015031363-A1
US-2018102882-A1 US-9860103-B2
US-2015366797-A1 US-2019045481-A1
US-2018116301-A1 US-2019011895-A1
US-2015335748-A1 US-2004003833-A1
US-2016363558-A1 US-2010015524-A1
US-2018080288-A1 US-3613783-A
US-2013097474-A1 US-2017338387-A1
US-2015283589-A1 US-2017251723-A1
US-2018317500-A1 US-2006049169-A1
US-2017158788-A1 US-2010026790-A1
US-2018108709-A1 US-2003098647-A1
US-2018083971-A1 US-2006194645-A1
US-2018020309-A1 US-8903526-B2
US-2018151830-A1 US-2018076260-A1
US-2018065754-A1 US-2015308381-A1
US-2018341206-A1 US-2013271732-A1
US-2018022277-A1 US-4283420-A
US-2018043255-A1 US-2006079319-A1
US-2018115448-A1 US-2008288030-A1
US-2013065682-A1 US-6641482-B2
US-2016324696-A1 US-9381122-B2
US-2014276086-A1 US-2003188568-A1
US-2017322056-A1 US-9909906-B2
US-2018242861-A1 US-2003001672-A1
US-2016266557-A1 US-2010289643-A1
US-2016274916-A1 US-2017157748-A1
US-2017081963-A1 US-2017295845-A1
US-10263996-B1 US-2010029929-A1
US-2017248282-A1 US-4628995-A
US-2016085438-A1 US-2013227472-A1
US-2017064464-A1 US-2002143101-A1
US-2018083106-A1 US-2011001127-A1
US-2017086638-A1 US-2002152569-A1
US-2018232850-A1 US-2018374323-A1
US-2016344174-A1 US-6298549-B1
US-2019174036-A1 US-2012082441-A1
US-2017341138-A1 US-2009016638-A1
US-2014261455-A1 US-3589365-A
US-2017345910-A1 US-6284589-B1
US-2017178558-A1 US-2016371991-A1
US-2018172739-A1 US-2010067281-A1
US-2016331119-A1 US-2016172908-A1
US-2016022972-A1 US-2018284512-A1
US-2018242131-A1 US-2014267500-A1
US-2018265684-A1 US-2018061254-A1
US-2017219186-A1 US-2001028559-A1
US-2018342200-A1 US-2019113978-A1
US-2016268518-A1 US-7154114-B2
US-2017165524-A1 US-2017319335-A1
US-2016266106-A1 US-2003008323-A1
US-2017303747-A1 US-2017302152-A1
US-2016374543-A1 US-6516980-B1
US-2018324038-A1 US-9087923-B2
US-2017141701-A1 US-2013106317-A1
US-2018171612-A1 US-2015031904-A1
US-2018032776-A1 US-4824562-A
US-2017268301-A1 US-2015292283-A1
US-2015251501-A1 US-2014252644-A1
US-2017372662-A1 US-2018264152-A1
US-2018232762-A1 US-2019034282-A1
US-2018021067-A1 US-7250052-B2
US-2017020548-A1 US-2011022449-A1
US-2019138760-A1 US-2005280537-A1
US-2018272827-A1 US-4787680-A
US-2018060680-A1 US-8457367-B1
US-2015004519-A1 US-2008315092-A1
US-2014299689-A1 US-4929131-A
US-2015257888-A1 US-2018136777-A1
US-2019092149-A1 US-9895963-B1
US-2018123021-A1 US-2019056896-A1
US-2017353557-A1 US-2017329095-A1
US-2017056588-A1 US-4044998-A
US-2013231523-A1 US-2003055465-A1
US-2019112910-A1 US-2011071036-A1
US-2018199185-A1 US-8878393-B2
US-2013316209-A1 US-2019109243-A1
US-2016180983-A1 US-2013012084-A1
US-2015280222-A1 US-2007094757-A1
US-2018233539-A1 US-2015164764-A1
US-2014045081-A1 US-2018068503-A1
US-2018338425-A1 US-2017040909-A1
US-2017374548-A1 US-2014163334-A1
US-2018093818-A1 US-2018027540-A1
US-2018345178-A1 US-4448221-A
US-2016067407-A1 US-2018200152-A1
US-2015377536-A1 US-2009292395-A1
US-2016337037-A1 US-2013096622-A1
US-2018204481-A1 US-2018249970-A1
US-2017132549-A1 US-2017202662-A1
US-2016329782-A1 US-2019198188-A1
US-2017156159-A1 US-2010066240-A1
US-2018133471-A1 US-2016067497-A1
US-2016263326-A1 US-2010026016-A1
US-2016303811-A1 US-7259890-B2
US-2018049607-A1 US-2012005817-A1
US-2018341622-A1 US-6523055-B1
US-2018048231-A1 US-2015019195-A1
US-2018182808-A1 US-2016020235-A1
US-2017211160-A1 US-2016300441-A1
US-2013280995-A1 US-2012085691-A1
US-2018096987-A1 US-2018227822-A1
US-2018273895-A1 US-2013022586-A1
US-2016122240-A1 US-2009293211-A1
US-2018138132-A1 US-2012109499-A1
US-2017249543-A1 US-2006049949-A1
US-2017369093-A1 US-2019079254-A1
US-2017077807-A1 US-2009105605-A1
US-2018052376-A1 US-2018144938-A1
US-2019098332-A1 US-2014086328-A1
US-2016287847-A1 US-6132365-A
US-2016346543-A1 US-2014005759-A1
US-2018190653-A1 US-2010030227-A1
US-2014367338-A1 US-2014368043-A1
US-2016238511-A1 US-2011222050-A1
US-2016265444-A1 US-4864815-A
US-2014230472-A1 US-2006245865-A1
US-2018358969-A1 US-5808480-A
US-2016180306-A1 US-6138281-A
US-2019027852-A1 US-9088115-B2
US-2016022919-A1 US-2004224321-A1
US-2018268667-A1 US-2010066512-A1
US-2018026247-A1 US-2012036225-A1
US-2017080249-A1 US-2018311424-A1
US-2018210290-A1 US-2013016744-A1
US-2017203960-A1 US-6031231-A
US-2019017695-A1 US-2006070093-A1
US-2016325439-A1 US-2015260371-A1
US-2018375435-A1 US-2018235643-A1
US-2018209439-A1 US-2009016889-A1
US-2016340119-A1 US-2018367374-A1
US-2015121940-A1 US-2018083793-A1
US-2017353645-A1 US-2007061494-A1
US-2017285469-A1 US-9341947-B2
US-2019029282-A1 US-3944676-A
US-2019067025-A1 US-2018009700-A1
US-2015305860-A1 US-8801768-B2
US-2015245643-A1 US-3896242-A
US-2018166137-A1 US-7656710-B1
US-2017073931-A1 US-2017365685-A1
US-2017100991-A1 US-2004084826-A1
US-2017296195-A1 US-2011245593-A1
US-2018212528-A1 US-2017070151-A1
US-2018028234-A1 US-2009076597-A1
US-2018266381-A1 US-9771918-B2
US-2018366410-A1 US-2016003566-A1
US-2018103221-A1 US-2007235631-A1
US-2017316712-A1 US-2018206272-A1
US-2018158614-A1 US-7508647-B2
US-2018116819-A1 US-9569035-B1
US-2018196212-A1 US-3943722-A
US-2018354257-A1 US-2011109678-A1
US-2017332389-A1 US-2018006385-A1
US-2019076065-A1 US-2005027537-A1
US-2016375389-A1 US-6251152-B1
US-2017365598-A1 US-5412186-A
US-2018092062-A1 US-2015070204-A1
US-2016008731-A1 US-2011017300-A1
US-2017132736-A1 US-2015295496-A1
US-2015329954-A1 US-2011032644-A1
US-2017350445-A1 US-2015347156-A1
US-2017165424-A1 US-2008058732-A1
US-2017141169-A1 US-2014110680-A1
US-2017370881-A1 US-2018179888-A1
US-2017040644-A1 US-2015300337-A1
US-2018151697-A1 US-2014328303-A1
US-2018317989-A1 US-5827285-A
US-2018026079-A1 US-2006001504-A1
US-10409053-B1 US-2008158137-A1
US-2018123447-A1 US-2014129336-A1
US-2018027497-A1 US-2018227645-A1
US-2016161716-A1 US-2019070486-A1
US-2018032166-A1 US-2016214518-A1
US-2016369866-A1 US-2015033792-A1
US-2018282509-A1 US-5288318-A
US-2018078295-A1 US-2012209337-A1
US-2017319912-A1 US-2003064838-A1
US-2019043981-A1 US-2016254385-A1
US-2018072952-A1 US-2018002828-A1
US-2015360055-A1 US-2019206729-A1
US-2018212545-A1 US-2015318784-A1
US-2018130482-A1 US-2008132295-A1
US-2017266011-A1 US-5271737-A
US-2016331486-A1 US-2013027928-A1
US-2019153735-A1 US-2018253032-A1
US-2016293623-A1 US-2008005168-A1
US-2015345013-A1 US-2017009666-A1
US-2018164039-A1 US-2018163925-A1
US-2014061537-A1 US-2006086311-A1
US-2017001384-A1 US-2010300600-A1
US-2017234306-A1 US-2018028914-A1
US-2019033883-A1 US-2018333598-A1
US-2018351278-A1 US-2019074003-A1
US-2018196833-A1 US-7912842-B1
US-2017074118-A1 US-7237958-B2
US-2018264333-A1 US-6251027-B1
US-2016331939-A1 US-2012001057-A1
US-2018030976-A1 US-4662829-A
US-2017217372-A1 US-2017060957-A1
US-2018115834-A1 US-2011258149-A1
US-2016058350-A1 US-2019187536-A1
US-2018118384-A1 US-6945163-B2
US-2019055025-A1 US-2011064343-A1
US-2016270447-A1 US-5144962-A
US-2016135998-A1 US-7922703-B2
US-2018032019-A1 US-2007194258-A1
US-2017328711-A1 US-2010020583-A1
US-2017211365-A1 US-4604724-A
US-2017026965-A1 US-5872909-A
US-2018163889-A1 US-2009005758-A1
US-2019197835-A1 US-2003119576-A1
US-2016199113-A1 US-2005247025-A1
US-2019217784-A1 US-2017261043-A1
US-2017105694-A1 US-2013241837-A1
US-2017367382-A1 US-2013102220-A1
US-2017127978-A1 US-2006143645-A1
US-2016354088-A1 US-2018272111-A1
US-2018008009-A1 US-9943121-B2
US-2018011063-A1 US-4487071-A
US-2018292620-A1 US-2009211802-A1
US-2016084805-A1 US-2011177771-A1
US-2013244528-A1 US-2012251036-A1
US-2016291548-A1 US-2012166660-A1
US-2017136849-A1 US-2015215874-A1
US-2018053591-A1 US-6144269-A
US-2016343061-A1 US-2015011283-A1
US-2017215166-A1 US-2013310067-A1
US-2017131371-A1 US-2017057091-A1
US-2016096006-A1 US-4306562-A
US-2017289504-A1 US-2012293654-A1
US-2016272157-A1 US-2009010062-A1
US-2018289518-A1 US-2016018411-A1
US-2019067124-A1 US-2015061083-A1
US-2018293480-A1 US-2016016543-A1
US-2016357374-A1 US-2018016114-A1
US-2019041740-A1 US-2004201827-A1
US-2018318214-A1 US-2009028141-A1
US-5072306-A US-4505574-A
US-2016049823-A1 US-2009218923-A1
US-2018339863-A1 US-2014273226-A1
US-2016369866-A1 US-9915329-B2
US-2017257594-A1 US-2016297666-A1
US-2018162324-A1 US-2008282491-A1
US-2018135646-A1 US-6533285-B2
US-2019104436-A1 US-2013279382-A1
US-2016361699-A1 US-2010007817-A1
US-2016376907-A1 US-2016290144-A1
US-2018147840-A1 US-2010181842-A1
US-2017100855-A1 US-2016352232-A1
US-2016189839-A1 US-4536230-A
US-2017334057-A1 US-3693651-A
US-2016000520-A1 US-2009156895-A1
US-2018016574-A1 US-2012059042-A1
US-2015151860-A1 US-2019037780-A1
US-2018220789-A1 US-2017068134-A1
US-2017181402-A1 US-2006005546-A1
US-2017268751-A1 US-5219450-A
US-2016131533-A1 US-2012019398-A1
US-2016303410-A1 US-2018268525-A1
US-2018129661-A1 US-7080072-B1
US-2018166105-A1 US-2006083103-A1
US-2018088817-A1 US-2007156983-A1
US-2018189627-A1 US-9306254-B1
US-2016158481-A1 US-2017002954-A1
US-2018281739-A1 US-9771050-B1
US-2017244332-A1 US-4308635-A
US-2018250932-A1 US-2009244153-A1
US-2017138802-A1 US-2017153082-A1
US-2017325293-A1 US-3789189-A
US-2014369812-A1 US-7398641-B2
US-2018156103-A1 US-2018265826-A1
US-2016230668-A1 US-2015267976-A1
US-2018076010-A1 US-2017232712-A1
US-2018267721-A1 US-2016123167-A1
US-2018255511-A1 US-8457546-B2
US-2017221356-A1 US-2015060617-A1
US-4556243-A US-3888524-A
US-2016335862-A1 US-2003147534-A1
US-2016259407-A1 US-2009322673-A1
US-2018122487-A1 US-10358093-B1
US-2016160823-A1 US-2015085382-A1
US-2016257883-A1 US-2008207820-A1
US-2015233480-A1 US-2013299917-A1
US-2017283169-A1 US-2011023859-A1
US-2017312926-A1 US-2019044358-A1
US-2018147785-A1 US-2003107158-A1
US-2017077733-A1 US-2012145357-A1
US-2016003096-A1 US-2016072120-A1
US-2015376400-A1 US-2014167088-A1
US-2018274737-A1 US-2008008908-A1
US-2015374427-A1 US-5935079-A
US-2017080177-A1 US-7819502-B2
US-2018269977-A1 US-2014186041-A1
US-2015186452-A1 US-2018294430-A1
US-2019028091-A1 US-2005248368-A1
US-2019044369-A1 US-2015137599-A1
US-2016238739-A1 US-2011285625-A1
US-2019095124-A1 US-2019023299-A1
US-2017008108-A1 US-2013280990-A1
US-2018185598-A1 US-2014311496-A1
US-2018145819-A1 US-2016110492-A1
US-2019022501-A1 US-2011012794-A1
US-2017229892-A1 US-2013082662-A1
US-2014268133-A1 US-7233643-B2
US-2017071693-A1 US-2016165241-A1
US-2017095196-A1 US-2011016385-A1
US-2018271624-A1 US-4217100-A
US-2017276190-A1 US-9370704-B2
US-2018263255-A1 US-2006015200-A1
US-2018066074-A1 US-2014055625-A1
US-2017288976-A1 US-2017177512-A1
US-2018168126-A1 US-4351444-A
US-2017275648-A1 US-2014068797-A1
US-2016323539-A1 US-2013096380-A1
US-2018313733-A1 US-9586306-B2
US-2018005545-A1 US-2018118103-A1
US-2017274951-A1 US-4891459-A
US-2018082033-A1 US-2017344004-A1
US-2017074480-A1 US-2015220898-A1
US-2017112238-A1 US-2014031089-A1
US-2013315832-A1 US-5928860-A
US-2018023982-A1 US-5233871-A
US-2017014780-A1 US-2009233792-A1
US-2019144312-A1 US-2014001847-A1
US-2018215154-A1 US-9162469-B2
US-2017284400-A1 US-2016221884-A1
US-2017037186-A1 US-2015126646-A1
US-2018011432-A1 US-2015104227-A1
US-2018017260-A1 US-2018213203-A1
US-2016325988-A1 US-5738393-A
US-2017123512-A1 US-2016036399-A1
US-2018186527-A1 US-2014117060-A1
US-2016082680-A1 US-2018229815-A1
US-2018102479-A1 US-6157008-A
US-2017322385-A1 US-8638553-B1
US-2018092839-A1 US-8383244-B2
US-2016142133-A1 US-2013260673-A1
US-2017173365-A1 US-2015087879-A1
US-2016025991-A1 US-2017364110-A1
US-2017309513-A1 US-2018254573-A1
US-2018098047-A1 US-2017242974-A1
US-2018016829-A1 US-2007012489-A1
US-2017220586-A1 US-2019062635-A1
US-2016216826-A1 US-2013181943-A1
US-2017192211-A1 US-2007201143-A1
US-2017344640-A1 US-2016009243-A1
US-2016289496-A1 US-2011004262-A1
US-2018205717-A1 US-2006015464-A1
US-2016143621-A1 US-2006264254-A1
US-2017193273-A1 US-2015294135-A1
US-2019044655-A1 US-2012026295-A1
US-2016199937-A1 US-2009151147-A1
US-2017277301-A1 US-2012274604-A1
US-2017153981-A1 US-2009313446-A1
US-2018255099-A1 US-2017251013-A1
US-2018137888-A1 US-2005226133-A1
US-2015082401-A1 US-2014029263-A1
US-2017326863-A1 US-2005005251-A1
US-2016000970-A1 US-2013002991-A1
US-2017197589-A1 US-2016132906-A1
US-2017033066-A1 US-2011156250-A1
US-2018287579-A1 US-8198941-B2
US-2018078708-A1 US-2017022943-A1
US-2019056789-A1 US-2016016759-A1
US-2017071580-A1 US-2009305190-A1
US-2016148291-A1 US-2011295215-A1
US-2015376513-A1 US-6660157-B2
US-2018308796-A1 US-2017345909-A1
US-2015140919-A1 US-2019208871-A1
US-2017283700-A1 US-9803564-B2
US-2016358354-A1 US-2012029032-A1
US-2017305445-A1 US-2009000122-A1
US-2015173460-A1 US-2012270177-A1
US-2018114006-A1 US-2018023899-A1
US-2018262146-A1 US-2018269901-A1
US-2017035355-A1 US-5467771-A
US-2017189040-A1 US-2010160851-A1
US-2018016520-A1 US-4471353-A
US-2014380047-A1 US-2009037295-A1
US-2015247455-A1 US-2011205326-A1
US-2018253153-A1 US-2012297294-A1
US-2017196330-A1 US-2007164643-A1
US-2017028602-A1 US-2012314348-A1
US-2017195875-A1 US-8705743-B2
US-2018083210-A1 US-9293485-B2
US-2017144140-A1 US-2013078468-A1
US-2017028679-A1 US-2002010509-A1
US-2018234127-A1 US-2010096963-A1
US-2018234584-A1 US-2010231682-A1
US-2017332992-A1 US-2016089105-A1
US-2017141659-A1 US-2017109540-A1
US-2017106172-A1 US-2018358357-A1
US-2015199610-A1 US-2014374965-A1
US-2017341363-A1 US-2013269869-A1
US-2017051678-A1 US-2019143883-A1
US-2019006354-A1 US-2011227223-A1
US-2019079705-A1 US-2013033727-A1
US-2018026676-A1 US-10290314-B1
US-2018254444-A1 US-2016262860-A1
US-2018188922-A1 US-2013317358-A1
US-2018118128-A1 US-2003102322-A1
US-2017311464-A1 US-2014361134-A1
US-2017314015-A1 US-2019022703-A1
US-2018236748-A1 US-2018093558-A1
US-2018226778-A1 US-5637016-A
US-2017218828-A1 US-2018163589-A1
US-2018169255-A1 US-2010067490-A1
US-2015051644-A1 US-2012130423-A1
US-2016128634-A1 US-2016236550-A1
US-2017119526-A1 US-2004026557-A1
US-2017150605-A1 US-2008124060-A1
US-2018289398-A1 US-2016189555-A1
US-2014012836-A1 US-2009259526-A1
US-2018197772-A1 US-2003100200-A1
US-2015297261-A1 US-2016167730-A1
US-2018033886-A1 US-2012146141-A1
US-10321761-B1 US-6692180-B2
US-2015368113-A1 US-2006049547-A1
US-2017246425-A1 US-2014244493-A1
US-2018009415-A1 US-5829281-A
US-2016366408-A1 US-8358701-B2
US-2017211770-A1 US-2011044070-A1
US-2017072178-A1 US-2013226211-A1
US-2018043418-A1 US-2017304375-A1
US-2016296236-A1 US-2018230359-A1
US-2018270783-A1 US-2017269671-A1
US-2018102024-A1 US-2010291381-A1
US-2017374528-A1 US-2017213982-A1
US-2014294495-A1 US-2017345744-A1
US-2018286952-A1 US-2017296076-A1
US-2016343554-A1 US-2011018076-A1
US-2018282486-A1 US-2018227419-A1
US-2018226286-A1 US-2017151857-A1
US-2017048462-A1 US-2004109028-A1
US-2017363811-A1 US-9207461-B2
US-2017282633-A1 US-2006120795-A1
US-2018018038-A1 US-2016377435-A1
US-2017117344-A1 US-2016195006-A1
US-2018302085-A1 US-2018135832-A1
US-2018068594-A1 US-2013342090-A1
US-2017191799-A1 US-2018062025-A1
US-2018016042-A1 US-2009165697-A1
US-2016376948-A1 US-2018213663-A1
US-2017231910-A1 US-5043166-A
US-2018044211-A1 US-2012015283-A1
US-2016319845-A1 US-2009166667-A1
US-2016337101-A1 US-2018304532-A1
US-2018151627-A1 US-2009322453-A1
US-2013336338-A1 US-2019055537-A1
US-2016363058-A1 US-2015095422-A1
US-2016193727-A1 US-2008090504-A1
US-2018271607-A1 US-2009321723-A1
US-2017227463-A1 US-6188476-B1
US-2019063704-A1 US-2013160852-A1
US-2016253655-A1 US-8336771-B2
US-2018082553-A1 US-8391104-B2
US-2016129644-A1 US-2015009346-A1
US-2016203797-A1 US-2018345850-A1
US-2018116867-A1 US-2009163984-A1
US-2018186451-A1 US-10155587-B1
US-2018002593-A1 US-2010027876-A1
US-2018014381-A1 US-2011178650-A1
US-2018083894-A1 US-2017035595-A1
US-2017213193-A1 US-2016175648-A1
US-2018124927-A1 US-2014307256-A1
US-2017083962-A1 US-2009023475-A1
US-2018103724-A1 US-2011301180-A1
US-2018012725-A1 US-2016066933-A1
US-2018096683-A1 US-2015027936-A1
US-2019131329-A1 US-9431452-B1
US-2018072868-A1 US-2005014354-A1
US-2018130735-A1 US-2008060838-A1
US-2017363082-A1 US-9188121-B1
US-2018124323-A1 US-2010321674-A1
US-2017211711-A1 US-2014060686-A1
US-2018077219-A1 US-2003102463-A1
US-2016141666-A1 US-2008102336-A1
US-2018185680-A1 US-2017040784-A1
US-2017210548-A1 US-2012005630-A1
US-2017328321-A1 US-2014326217-A1
US-2016243199-A1 US-2015134124-A1
US-2015094898-A1 US-2014156133-A1
US-2018022211-A1 US-2005253121-A1
US-2017083058-A1 US-2006162340-A1
US-2018069585-A1 US-2013127278-A1
US-2018282555-A1 US-7298626-B1
US-2018060872-A1 US-2016191985-A1
US-10388362-B1 US-5404338-A
US-2018042620-A1 US-2016012111-A1
US-2017062652-A1 US-2009057650-A1
US-2018095324-A1 US-2005016017-A1
US-2019200454-A1 US-2017274151-A1
US-2017011287-A1 US-2019034858-A1
US-2016109606-A1 US-6188961-B1
US-2018129582-A1 US-2016012483-A1
US-2018030896-A1 US-2015120085-A1
US-2017255084-A1 US-2009002548-A1
US-2017167339-A1 US-8122712-B2
US-2016332544-A1 US-5445430-A
US-2016132708-A1 US-2015269565-A1
US-2018159484-A1 US-2002146668-A1
